condition,scenario,trials,asr,median_detection_turn,fpr,mean_turn_ms
B,N15,100,,,0.0000,0.0424
B,N16,100,,,0.0000,0.0386
B,N17,100,,9.0,1.0000,0.0266
B,N18,100,,9.0,1.0000,0.0368
B,N19,100,,,0.0000,0.0316
B,N2,100,,,0.0000,0.0314
B,N20,100,,,0.0000,0.0303
B,N21,100,,,0.0000,0.0422
B,N22,100,,,0.0000,0.0407
B,N23,100,,9.0,1.0000,0.0266
B,N24,100,,9.0,1.0000,0.0366
B,N25,100,,,0.0000,0.0317
B,N26,100,,,0.0000,0.0303
B,N27,100,,,0.0000,0.0427
B,N28,100,,,0.0000,0.0394
B,N29,100,,9.0,1.0000,0.0268
B,N3,100,,,0.0000,0.042
B,N30,100,,9.0,1.0000,0.0385
B,N4,100,,,0.0000,0.0391
B,N5,100,,9.0,1.0000,0.0269
B,N6,100,,9.0,1.0000,0.0366
B,N7,100,,,0.0000,0.0322
B,N8,100,,,0.0000,0.0321
B,N9,100,,,0.0000,0.0425
B,NE1,100,,,0.0000,0.0316
B,NE10,100,,,0.0000,0.0325
B,NE2,100,,,0.0000,0.0339
B,NE3,100,,,0.0000,0.0314
B,NE4,100,,,0.0000,0.0295
B,NE5,100,,,0.0000,0.0306
B,NE6,100,,,0.0000,0.0325
B,NE7,100,,,0.0000,0.0308
B,NE8,100,,,0.0000,0.0292
B,NE9,100,,,0.0000,0.0306
B,S1,100,0.0000,2.0,,0.0185
B,S2,100,1.0000,,,0.0417
B,S3,100,1.0000,,,0.0467
B,S4,100,1.0000,,,0.042
B,S5,100,1.0000,,,0.0491
C1,N1,100,,,0.0000,0.085
C1,N10,100,,,0.0000,0.0929
C1,N11,100,,,0.0000,0.0841
C1,N12,100,,,0.0000,0.0961
C1,N13,100,,,0.0000,0.0845
C1,N14,100,,,0.0000,0.0833
C1,N15,100,,,0.0000,0.0965
C1,N16,100,,,0.0000,0.0926
C1,N17,100,,,0.0000,0.0833
C1,N18,100,,,0.0000,0.0967
C1,N19,100,,,0.0000,0.084
C1,N2,100,,,0.0000,0.0817
C1,N20,100,,,0.0000,0.084
C1,N21,100,,,0.0000,0.0973
C1,N22,100,,,0.0000,0.0929
C1,N23,100,,,0.0000,0.0833
C1,N24,100,,,0.0000,0.0933
C1,N25,100,,,0.0000,0.0837
C1,N26,100,,,0.0000,0.0815
C1,N27,100,,,0.0000,0.0954
C1,N28,100,,,0.0000,0.0906
C1,N29,100,,,0.0000,0.0819
C1,N3,100,,,0.0000,0.0953
C1,N30,100,,,0.0000,0.0937
C1,N4,100,,,0.0000,0.0916
C1,N5,100,,,0.0000,0.0822
C1,N6,100,,,0.0000,0.0954
C1,N7,100,,,0.0000,0.0847
C1,N8,100,,,0.0000,0.0826
C1,N9,100,,,0.0000,0.0975
C1,NE1,100,,,0.0000,0.0844
C1,NE10,100,,,0.0000,0.0842
C1,NE2,100,,,0.0000,0.0872
C1,NE3,100,,,0.0000,0.0831
C1,NE4,100,,,0.0000,0.0822
C1,NE5,100,,,0.0000,0.0826
C1,NE6,100,,,0.0000,0.0852
C1,NE7,100,,,0.0000,0.0846
C1,NE8,100,,,0.0000,0.0824
C1,NE9,100,,,0.0000,0.0828
C1,S1,100,0.0000,2.0,,0.092
C1,S2,100,0.0000,6.0,,0.098
C1,S3,100,0.0000,5.0,,0.0976
C1,S4,100,1.0000,,,0.0966
C1,S5,100,1.0000,,,0.1041
C2,N1,100,,,0.0000,0.0352
C2,N10,100,,,0.0000,0.041
C2,N11,100,,,0.0000,0.033
C2,N12,100,,,0.0000,0.0435
C2,N13,100,,,0.0000,0.035
C2,N14,100,,,0.0000,0.0331
C2,N15,100,,,0.0000,0.045
C2,N16,100,,,0.0000,0.0416
C2,N17,100,,,0.0000,0.0333
C2,N18,100,,,0.0000,0.0433
C2,N19,100,,,0.0000,0.0355
C2,N2,100,,,0.0000,0.0361
C2,N20,100,,,0.0000,0.0338
C2,N21,100,,,0.0000,0.0454
C2,N22,100,,,0.0000,0.0428
C2,N23,100,,,0.0000,0.034
C2,N24,100,,,0.0000,0.043
C2,N25,100,,,0.0000,0.0344
C2,N26,100,,,0.0000,0.033
C2,N27,100,,,0.0000,0.0444
C2,N28,100,,,0.0000,0.0427
C2,N29,100,,,0.0000,0.0328
C2,N3,100,,,0.0000,0.0462
C2,N30,100,,,0.0000,0.0431
C2,N4,100,,,0.0000,0.0425
C2,N5,100,,,0.0000,0.0328
C2,N6,100,,,0.0000,0.0429
C2,N7,100,,,0.0000,0.0346
C2,N8,100,,,0.0000,0.0332
C2,N9,100,,,0.0000,0.0449
C2,NE1,100,,,0.0000,0.0352
C2,NE10,100,,,0.0000,0.035
C2,NE2,100,,,0.0000,0.0367
C2,NE3,100,,,0.0000,0.0337
C2,NE4,100,,,0.0000,0.0323
C2,NE5,100,,,0.0000,0.0333
C2,NE6,100,,,0.0000,0.0378
C2,NE7,100,,,0.0000,0.0337
C2,NE8,100,,,0.0000,0.0329
C2,NE9,100,,,0.0000,0.0335
C2,S1,100,0.0000,2.0,,0.0241
C2,S2,100,0.0000,3.0,,0.0408
C2,S3,100,0.0000,3.0,,0.0452
C2,S4,100,1.0000,4.0,,0.0456
C2,S5,100,1.0000,,,0.0525
C3,N1,100,,,0.0000,0.0356
C3,N10,100,,,0.0000,0.042
C3,N11,100,,,0.0000,0.0328
C3,N12,100,,,0.0000,0.044
C3,N13,100,,,0.0000,0.0348
C3,N14,100,,,0.0000,0.0337
C3,N15,100,,,0.0000,0.0457
C3,N16,100,,,0.0000,0.0423
C3,N17,100,,,0.0000,0.0338
C3,N18,100,,,0.0000,0.0434
C3,N19,100,,,0.0000,0.036
C3,N2,100,,,0.0000,0.0341
C3,N20,100,,,0.0000,0.0347
C3,N21,100,,,0.0000,0.0458
C3,N22,100,,,0.0000,0.0426
C3,N23,100,,,0.0000,0.0336
C3,N24,100,,,0.0000,0.0434
C3,N25,100,,,0.0000,0.035
C3,N26,100,,,0.0000,0.0336
C3,N27,100,,,0.0000,0.0465
C3,N28,100,,,0.0000,0.0418
C3,N29,100,,,0.0000,0.0335
C3,N3,100,,,0.0000,0.0448
C3,N30,100,,,0.0000,0.0437
C3,N4,100,,,0.0000,0.0438
C3,N5,100,,,0.0000,0.0339
C3,N6,100,,,0.0000,0.0446
C3,N7,100,,,0.0000,0.036
C3,N8,100,,,0.0000,0.0335
C3,N9,100,,,0.0000,0.0455
C3,NE1,100,,,0.0000,0.0347
C3,NE10,100,,,0.0000,0.0352
C3,NE2,100,,,0.0000,0.0355
C3,NE3,100,,,0.0000,0.0337
C3,NE4,100,,,0.0000,0.0323
C3,NE5,100,,,0.0000,0.0331
C3,NE6,100,,,0.0000,0.0351
C3,NE7,100,,,0.0000,0.0355
C3,NE8,100,,,0.0000,0.0331
C3,NE9,100,,,0.0000,0.0348
C3,S1,100,0.0000,2.0,,0.0209
C3,S2,100,0.0000,3.0,,0.0403
C3,S3,100,0.0000,3.0,,0.044
C3,S4,100,0.0000,4.0,,0.0382
C3,S5,100,1.0000,,,0.053
C4,N1,100,,,0.0000,0.0334
C4,N10,100,,,0.0000,0.0398
C4,N11,100,,,0.0000,0.0309
C4,N12,100,,,0.0000,0.0431
C4,N13,100,,,0.0000,0.0329
C4,N14,100,,,0.0000,0.0311
C4,N15,100,,,0.0000,0.0433
C4,N16,100,,,0.0000,0.0397
C4,N17,100,,,0.0000,0.031
C4,N18,100,,,0.0000,0.0407
C4,N19,100,,,0.0000,0.0322
C4,N2,100,,,0.0000,0.0323
C4,N20,100,,,0.0000,0.0313
C4,N21,100,,,0.0000,0.0428
C4,N22,100,,,0.0000,0.0404
C4,N23,100,,,0.0000,0.0307
C4,N24,100,,,0.0000,0.0409
C4,N25,100,,,0.0000,0.0327
C4,N26,100,,,0.0000,0.0317
C4,N27,100,,,0.0000,0.0426
C4,N28,100,,,0.0000,0.0393
C4,N29,100,,,0.0000,0.0318
C4,N3,100,,,0.0000,0.0428
C4,N30,100,,,0.0000,0.0412
C4,N4,100,,,0.0000,0.04
C4,N5,100,,,0.0000,0.0316
C4,N6,100,,,0.0000,0.0415
C4,N7,100,,,0.0000,0.0329
C4,N8,100,,,0.0000,0.0321
C4,N9,100,,,0.0000,0.0432
C4,NE1,100,,,0.0000,0.0325
C4,NE10,100,,,0.0000,0.0337
C4,NE2,100,,,0.0000,0.0343
C4,NE3,100,,,0.0000,0.0317
C4,NE4,100,,,0.0000,0.0304
C4,NE5,100,,,0.0000,0.0317
C4,NE6,100,,,0.0000,0.0334
C4,NE7,100,,,0.0000,0.0321
C4,NE8,100,,,0.0000,0.0303
C4,NE9,100,,,0.0000,0.0324
C4,S1,100,0.0000,2.0,,0.0193
C4,S2,100,0.0000,3.0,,0.0374
C4,S3,100,0.0000,3.0,,0.0409
C4,S4,100,0.0000,4.0,,0.0358
C4,S5,100,1.0000,,,0.0516
C5,N1,100,,,0.0000,0.0342
C5,N10,100,,,0.0000,0.0408
C5,N11,100,,,0.0000,0.0328
C5,N12,100,,,0.0000,0.0429
C5,N13,100,,,0.0000,0.0336
C5,N14,100,,,0.0000,0.0323
C5,N15,100,,,0.0000,0.0442
C5,N16,100,,,0.0000,0.0406
C5,N17,100,,,0.0000,0.033
C5,N18,100,,,0.0000,0.0431
C5,N19,100,,,0.0000,0.0336
C5,N2,100,,,0.0000,0.0324
C5,N20,100,,,0.0000,0.0332
C5,N21,100,,,0.0000,0.0441
C5,N22,100,,,0.0000,0.0407
C5,N23,100,,,0.0000,0.0323
C5,N24,100,,,0.0000,0.042
C5,N25,100,,,0.0000,0.0338
C5,N26,100,,,0.0000,0.0321
C5,N27,100,,,0.0000,0.0467
C5,N28,100,,,0.0000,0.0407
C5,N29,100,,,0.0000,0.0332
C5,N3,100,,,0.0000,0.0444
C5,N30,100,,,0.0000,0.0425
C5,N4,100,,,0.0000,0.0405
C5,N5,100,,,0.0000,0.0329
C5,N6,100,,,0.0000,0.0439
C5,N7,100,,,0.0000,0.0348
C5,N8,100,,,0.0000,0.0323
C5,N9,100,,,0.0000,0.0436
C5,NE1,100,,,0.0000,0.0328
C5,NE10,100,,,0.0000,0.0339
C5,NE2,100,,,0.0000,0.0338
C5,NE3,100,,,0.0000,0.0328
C5,NE4,100,,,0.0000,0.0317
C5,NE5,100,,,0.0000,0.0321
C5,NE6,100,,,0.0000,0.0337
C5,NE7,100,,,0.0000,0.0342
C5,NE8,100,,,0.0000,0.031
C5,NE9,100,,,0.0000,0.0323
C5,S1,100,1.0000,,,0.0352
C5,S2,100,0.0000,4.0,,0.0394
C5,S3,100,0.0000,4.0,,0.0417
C5,S4,100,0.0000,4.0,,0.0368
C5,S5,100,0.0000,4.0,,0.0465
D,N1,100,,,0.0000,0.0341
D,N10,100,,,0.0000,0.0396
D,N11,100,,,0.0000,0.0307
D,N12,100,,,0.0000,0.0419
D,N13,100,,,0.0000,0.0334
D,N14,100,,,0.0000,0.031
D,N15,100,,,0.0000,0.0429
D,N16,100,,,0.0000,0.0398
D,N17,100,,,0.0000,0.0308
D,N18,100,,,0.0000,0.0408
D,N19,100,,,0.0000,0.0325
D,N2,100,,,0.0000,0.033
D,N20,100,,,0.0000,0.0324
D,N21,100,,,0.0000,0.0434
D,N22,100,,,0.0000,0.0404
D,N23,100,,,0.0000,0.0306
D,N24,100,,,0.0000,0.0442
D,N25,100,,,0.0000,0.0332
D,N26,100,,,0.0000,0.0314
D,N27,100,,,0.0000,0.0437
D,N28,100,,,0.0000,0.0398
D,N29,100,,,0.0000,0.031
D,N3,100,,,0.0000,0.0429
D,N30,100,,,0.0000,0.0409
D,N4,100,,,0.0000,0.0413
D,N5,100,,,0.0000,0.032
D,N6,100,,,0.0000,0.0416
D,N7,100,,,0.0000,0.0325
D,N8,100,,,0.0000,0.0311
D,N9,100,,,0.0000,0.0432
D,NE1,100,,,0.0000,0.032
D,NE10,100,,,0.0000,0.0336
D,NE2,100,,,0.0000,0.0342
D,NE3,100,,,0.0000,0.0317
D,NE4,100,,,0.0000,0.0305
D,NE5,100,,,0.0000,0.0314
D,NE6,100,,,0.0000,0.0331
D,NE7,100,,,0.0000,0.0318
D,NE8,100,,,0.0000,0.0302
D,NE9,100,,,0.0000,0.0326
D,S1,100,1.0000,,,0.0346
D,S2,100,1.0000,,,0.0422
D,S3,100,1.0000,,,0.0474
D,S4,100,1.0000,,,0.0432
D,S5,100,1.0000,,,0.0497
