condition,scenario,trials,asr,median_detection_turn,fpr,mean_turn_ms
C4,NE1,100,,,0.0000,0.0498
C4,NE10,100,,,0.0000,0.0495
C4,NE2,100,,,0.0000,0.0496
C4,NE3,100,,,0.0000,0.048
C4,NE4,100,,,0.0000,0.0474
C4,NE5,100,,,0.0000,0.0485
C4,NE6,100,,,0.0000,0.0514
C4,NE7,100,,,0.0000,0.0494
C4,NE8,100,,,0.0000,0.0469
C4,NE9,100,,,0.0000,0.0498
