condition,scenario,trials,asr,median_detection_turn,fpr,mean_turn_ms
C4,S1,100,0.0000,2.0,,0.0207
C4,S2,100,0.0000,3.0,,0.0408
C4,S3,100,0.0000,3.0,,0.0445
C4,S4,100,0.0000,4.0,,0.0385
C4,S5,100,1.0000,,,0.055
C5,N1,100,,,0.0000,0.0369
C5,N10,100,,,0.0000,0.0438
C5,N11,100,,,0.0000,0.0347
C5,N12,100,,,0.0000,0.0459
C5,N13,100,,,0.0000,0.0365
C5,N14,100,,,0.0000,0.0341
C5,N15,100,,,0.0000,0.047
C5,N16,100,,,0.0000,0.0443
C5,N17,100,,,0.0000,0.0346
C5,N18,100,,,0.0000,0.0458
C5,N19,100,,,0.0000,0.0359
C5,N2,100,,,0.0000,0.0345
C5,N20,100,,,0.0000,0.0354
C5,N21,100,,,0.0000,0.048
C5,N22,100,,,0.0000,0.0439
C5,N23,100,,,0.0000,0.035
C5,N24,100,,,0.0000,0.0461
C5,N25,100,,,0.0000,0.0364
C5,N26,100,,,0.0000,0.0345
C5,N27,100,,,0.0000,0.048
C5,N28,100,,,0.0000,0.0456
C5,N29,100,,,0.0000,0.0352
C5,N3,100,,,0.0000,0.0499
C5,N30,100,,,0.0000,0.0455
C5,N4,100,,,0.0000,0.0444
C5,N5,100,,,0.0000,0.0354
C5,N6,100,,,0.0000,0.046
C5,N7,100,,,0.0000,0.0361
C5,N8,100,,,0.0000,0.0355
C5,N9,100,,,0.0000,0.0486
C5,NE1,100,,,0.0000,0.0344
C5,NE10,100,,,0.0000,0.0364
C5,NE2,100,,,0.0000,0.0354
C5,NE3,100,,,0.0000,0.035
C5,NE4,100,,,0.0000,0.0328
C5,NE5,100,,,0.0000,0.0347
C5,NE6,100,,,0.0000,0.0351
C5,NE7,100,,,0.0000,0.0349
C5,NE8,100,,,0.0000,0.0335
C5,NE9,100,,,0.0000,0.0336
C5,S1,100,1.0000,,,0.037
C5,S2,100,0.0000,4.0,,0.0418
C5,S3,100,0.0000,4.0,,0.0457
C5,S4,100,0.0000,4.0,,0.0399
C5,S5,100,0.0000,4.0,,0.0505
C6,N1,100,,,0.0000,0.0623
C6,N10,100,,,0.0000,0.0688
C6,N11,100,,,0.0000,0.0685
C6,N12,100,,,0.0000,0.0819
C6,N13,100,,,0.0000,0.0628
C6,N14,100,,,0.0000,0.0602
C6,N15,100,,,0.0000,0.0746
C6,N16,100,,,0.0000,0.0686
C6,N17,100,,,0.0000,0.0689
C6,N18,100,,,0.0000,0.081
C6,N19,100,,,0.0000,0.0605
C6,N2,100,,,0.0000,0.0594
C6,N20,100,,,0.0000,0.0585
C6,N21,100,,,0.0000,0.0716
C6,N22,100,,,0.0000,0.0671
C6,N23,100,,,0.0000,0.0679
C6,N24,100,,,0.0000,0.0794
C6,N25,100,,,0.0000,0.06
C6,N26,100,,,0.0000,0.0579
C6,N27,100,,,0.0000,0.0717
C6,N28,100,,,0.0000,0.0694
C6,N29,100,,,0.0000,0.0678
C6,N3,100,,,0.0000,0.0738
C6,N30,100,,,0.0000,0.0803
C6,N4,100,,,0.0000,0.0683
C6,N5,100,,,0.0000,0.0694
C6,N6,100,,,0.0000,0.0852
C6,N7,100,,,0.0000,0.0617
C6,N8,100,,,0.0000,0.0608
C6,N9,100,,,0.0000,0.0738
C6,NE1,100,,,0.0000,0.058
C6,NE10,100,,,0.0000,0.057
C6,NE2,100,,,0.0000,0.061
C6,NE3,100,,,0.0000,0.061
C6,NE4,100,,,0.0000,0.0585
C6,NE5,100,,,0.0000,0.0558
C6,NE6,100,,,0.0000,0.057
C6,NE7,100,,,0.0000,0.06
C6,NE8,100,,,0.0000,0.0612
C6,NE9,100,,,0.0000,0.0557
C6,S1,100,0.0000,2.0,,0.0456
C6,S2,100,0.0000,4.0,,0.0741
C6,S3,100,0.0000,3.0,,0.0746
C6,S4,100,1.0000,,,0.0775
C6,S5,100,1.0000,,,0.0882
D,N1,100,,,0.0000,0.0352
D,N10,100,,,0.0000,0.0431
D,N11,100,,,0.0000,0.0331
D,N12,100,,,0.0000,0.0444
D,N13,100,,,0.0000,0.0355
D,N14,100,,,0.0000,0.0334
D,N15,100,,,0.0000,0.0464
D,N16,100,,,0.0000,0.0435
D,N17,100,,,0.0000,0.033
D,N18,100,,,0.0000,0.044
D,N19,100,,,0.0000,0.0351
D,N2,100,,,0.0000,0.0338
D,N20,100,,,0.0000,0.0335
D,N21,100,,,0.0000,0.0459
D,N22,100,,,0.0000,0.0423
D,N23,100,,,0.0000,0.0329
D,N24,100,,,0.0000,0.0433
D,N25,100,,,0.0000,0.0352
D,N26,100,,,0.0000,0.0336
D,N27,100,,,0.0000,0.0465
D,N28,100,,,0.0000,0.0434
D,N29,100,,,0.0000,0.0333
D,N3,100,,,0.0000,0.0489
D,N30,100,,,0.0000,0.044
D,N4,100,,,0.0000,0.0444
D,N5,100,,,0.0000,0.034
D,N6,100,,,0.0000,0.0445
D,N7,100,,,0.0000,0.0349
D,N8,100,,,0.0000,0.0349
D,N9,100,,,0.0000,0.0466
D,NE1,100,,,0.0000,0.0346
D,NE10,100,,,0.0000,0.0357
D,NE2,100,,,0.0000,0.0358
D,NE3,100,,,0.0000,0.0347
D,NE4,100,,,0.0000,0.0327
D,NE5,100,,,0.0000,0.034
D,NE6,100,,,0.0000,0.0361
D,NE7,100,,,0.0000,0.0349
D,NE8,100,,,0.0000,0.0334
D,NE9,100,,,0.0000,0.0338
D,S1,100,1.0000,,,0.037
D,S2,100,1.0000,,,0.0473
D,S3,100,1.0000,,,0.0515
D,S4,100,1.0000,,,0.0473
D,S5,100,1.0000,,,0.0537
